business_id,business_type,date,source_category,activity,amount,unit,emission_factor,emissions_kgCO2e,scope
B0034,Gym,2024-04,waste,solid_waste,68.65,kg,1.5,102.9778,Scope 3
B0034,Gym,2024-05,electricity,electricity_consumption,162.23,kWh,0.359,58.2415,Scope 2
B0034,Gym,2024-05,water,water_supply,43.64,m3,0.344,15.0107,Scope 3
B0034,Gym,2024-05,waste,solid_waste,117.76,kg,1.5,176.6347,Scope 3
B0034,Gym,2024-06,electricity,electricity_consumption,154.98,kWh,0.359,55.6365,Scope 2
B0034,Gym,2024-06,water,water_supply,40.48,m3,0.344,13.9264,Scope 3
B0034,Gym,2024-06,waste,solid_waste,72.65,kg,1.5,108.9744,Scope 3
B0034,Gym,2024-07,electricity,electricity_consumption,343.55,kWh,0.359,123.3351,Scope 2
B0034,Gym,2024-07,water,water_supply,26.97,m3,0.344,9.2793,Scope 3
B0034,Gym,2024-07,waste,solid_waste,119.09,kg,1.5,178.6407,Scope 3
B0034,Gym,2024-08,electricity,electricity_consumption,266.02,kWh,0.359,95.5014,Scope 2
B0034,Gym,2024-08,water,water_supply,57.47,m3,0.344,19.7694,Scope 3
B0034,Gym,2024-08,waste,solid_waste,63.75,kg,1.5,95.6281,Scope 3
B0034,Gym,2024-09,electricity,electricity_consumption,252.32,kWh,0.359,90.5828,Scope 2
B0034,Gym,2024-09,water,water_supply,24.54,m3,0.344,8.4414,Scope 3
B0034,Gym,2024-09,waste,solid_waste,142.47,kg,1.5,213.704,Scope 3
B0034,Gym,2024-10,electricity,electricity_consumption,413.2,kWh,0.359,148.3394,Scope 2
B0034,Gym,2024-10,water,water_supply,30.32,m3,0.344,10.4293,Scope 3
B0034,Gym,2024-10,waste,solid_waste,116.0,kg,1.5,173.9976,Scope 3
B0034,Gym,2024-11,electricity,electricity_consumption,395.17,kWh,0.359,141.8648,Scope 2
B0034,Gym,2024-11,water,water_supply,42.21,m3,0.344,14.5196,Scope 3
B0034,Gym,2024-11,waste,solid_waste,102.97,kg,1.5,154.4476,Scope 3
B0034,Gym,2024-12,electricity,electricity_consumption,222.56,kWh,0.359,79.8975,Scope 2
B0034,Gym,2024-12,water,water_supply,23.72,m3,0.344,8.1611,Scope 3
B0034,Gym,2024-12,waste,solid_waste,139.72,kg,1.5,209.5824,Scope 3
B0035,Call Center,2024-01,electricity,electricity_consumption,420.13,kWh,0.359,150.825,Scope 2
B0035,Call Center,2024-01,water,water_supply,45.32,m3,0.344,15.5915,Scope 3
B0035,Call Center,2024-01,waste,solid_waste,83.9,kg,1.5,125.8545,Scope 3
B0035,Call Center,2024-02,electricity,electricity_consumption,254.76,kWh,0.359,91.4599,Scope 2
B0035,Call Center,2024-02,water,water_supply,49.04,m3,0.344,16.8692,Scope 3
B0035,Call Center,2024-02,waste,solid_waste,139.71,kg,1.5,209.5665,Scope 3
B0035,Call Center,2024-03,electricity,electricity_consumption,416.13,kWh,0.359,149.3892,Scope 2
B0035,Call Center,2024-03,water,water_supply,51.2,m3,0.344,17.6111,Scope 3
B0035,Call Center,2024-03,waste,solid_waste,114.2,kg,1.5,171.3047,Scope 3
B0035,Call Center,2024-04,electricity,electricity_consumption,175.24,kWh,0.359,62.9119,Scope 2
B0035,Call Center,2024-04,water,water_supply,26.47,m3,0.344,9.104,Scope 3
B0035,Call Center,2024-04,waste,solid_waste,139.86,kg,1.5,209.7831,Scope 3
B0035,Call Center,2024-05,electricity,electricity_consumption,331.93,kWh,0.359,119.1624,Scope 2
B0035,Call Center,2024-05,water,water_supply,20.37,m3,0.344,7.0066,Scope 3
B0035,Call Center,2024-05,waste,solid_waste,60.15,kg,1.5,90.2207,Scope 3
B0035,Call Center,2024-06,electricity,electricity_consumption,349.05,kWh,0.359,125.3091,Scope 2
B0035,Call Center,2024-06,water,water_supply,20.2,m3,0.344,6.9496,Scope 3
B0035,Call Center,2024-06,waste,solid_waste,66.08,kg,1.5,99.1212,Scope 3
B0035,Call Center,2024-07,electricity,electricity_consumption,314.62,kWh,0.359,112.9486,Scope 2
B0035,Call Center,2024-07,water,water_supply,47.68,m3,0.344,16.4005,Scope 3
B0035,Call Center,2024-07,waste,solid_waste,115.2,kg,1.5,172.7942,Scope 3
B0035,Call Center,2024-08,electricity,electricity_consumption,217.28,kWh,0.359,78.0038,Scope 2
B0035,Call Center,2024-08,water,water_supply,48.49,m3,0.344,16.6796,Scope 3
B0035,Call Center,2024-08,waste,solid_waste,73.72,kg,1.5,110.5874,Scope 3
B0035,Call Center,2024-09,electricity,electricity_consumption,247.62,kWh,0.359,88.8955,Scope 2
B0035,Call Center,2024-09,water,water_supply,49.86,m3,0.344,17.1517,Scope 3
B0035,Call Center,2024-09,waste,solid_waste,114.96,kg,1.5,172.4449,Scope 3
B0035,Call Center,2024-10,electricity,electricity_consumption,404.77,kWh,0.359,145.3114,Scope 2
B0035,Call Center,2024-10,water,water_supply,46.3,m3,0.344,15.9288,Scope 3
B0035,Call Center,2024-10,waste,solid_waste,106.83,kg,1.5,160.2463,Scope 3
B0035,Call Center,2024-11,electricity,electricity_consumption,178.1,kWh,0.359,63.9388,Scope 2
B0035,Call Center,2024-11,water,water_supply,34.71,m3,0.344,11.9398,Scope 3
B0035,Call Center,2024-11,waste,solid_waste,76.52,kg,1.5,114.7804,Scope 3
B0035,Call Center,2024-12,electricity,electricity_consumption,223.2,kWh,0.359,80.1277,Scope 2
B0035,Call Center,2024-12,water,water_supply,58.92,m3,0.344,20.2686,Scope 3
B0035,Call Center,2024-12,waste,solid_waste,89.31,kg,1.5,133.9647,Scope 3
B0036,E-Commerce,2024-01,electricity,electricity_consumption,417.61,kWh,0.359,149.9234,Scope 2
B0036,E-Commerce,2024-01,water,water_supply,45.25,m3,0.344,15.5645,Scope 3
B0036,E-Commerce,2024-01,waste,solid_waste,129.48,kg,1.5,194.2217,Scope 3
B0036,E-Commerce,2024-01,fuel,diesel_generator,200.53,L,2.67,535.4082,Scope 1
B0036,E-Commerce,2024-01,transport,delivery_transport,1365.36,km,0.21,286.7247,Scope 3
B0036,E-Commerce,2024-02,electricity,electricity_consumption,297.76,kWh,0.359,106.8942,Scope 2
B0036,E-Commerce,2024-02,water,water_supply,27.81,m3,0.344,9.5665,Scope 3
B0036,E-Commerce,2024-02,waste,solid_waste,122.25,kg,1.5,183.3678,Scope 3
B0036,E-Commerce,2024-02,fuel,diesel_generator,156.15,L,2.67,416.9324,Scope 1
B0036,E-Commerce,2024-02,transport,delivery_transport,536.47,km,0.21,112.6595,Scope 3
B0036,E-Commerce,2024-03,electricity,electricity_consumption,343.64,kWh,0.359,123.3674,Scope 2
B0036,E-Commerce,2024-03,water,water_supply,27.08,m3,0.344,9.317,Scope 3
B0036,E-Commerce,2024-03,waste,solid_waste,144.05,kg,1.5,216.0688,Scope 3
B0036,E-Commerce,2024-03,fuel,diesel_generator,290.79,L,2.67,776.3979,Scope 1
B0036,E-Commerce,2024-03,transport,delivery_transport,1872.3,km,0.21,393.1823,Scope 3
B0036,E-Commerce,2024-04,electricity,electricity_consumption,261.05,kWh,0.359,93.7161,Scope 2
B0036,E-Commerce,2024-04,water,water_supply,20.62,m3,0.344,7.0927,Scope 3
B0036,E-Commerce,2024-04,waste,solid_waste,142.83,kg,1.5,214.2478,Scope 3
B0036,E-Commerce,2024-04,fuel,diesel_generator,185.64,L,2.67,495.6503,Scope 1
B0036,E-Commerce,2024-04,transport,delivery_transport,1949.98,km,0.21,409.4963,Scope 3
B0036,E-Commerce,2024-05,electricity,electricity_consumption,439.09,kWh,0.359,157.6319,Scope 2
B0036,E-Commerce,2024-05,water,water_supply,54.12,m3,0.344,18.6174,Scope 3
B0036,E-Commerce,2024-05,waste,solid_waste,79.44,kg,1.5,119.1673,Scope 3
B0036,E-Commerce,2024-05,fuel,diesel_generator,177.02,L,2.67,472.6422,Scope 1
B0036,E-Commerce,2024-05,transport,delivery_transport,1776.71,km,0.21,373.1081,Scope 3
B0036,E-Commerce,2024-06,electricity,electricity_consumption,245.08,kWh,0.359,87.9825,Scope 2
B0036,E-Commerce,2024-06,water,water_supply,26.78,m3,0.344,9.2122,Scope 3
B0036,E-Commerce,2024-06,waste,solid_waste,105.68,kg,1.5,158.5202,Scope 3
B0036,E-Commerce,2024-06,fuel,diesel_generator,287.23,L,2.67,766.9066,Scope 1
B0036,E-Commerce,2024-06,transport,delivery_transport,1544.04,km,0.21,324.2494,Scope 3
B0036,E-Commerce,2024-07,electricity,electricity_consumption,321.02,kWh,0.359,115.2456,Scope 2
B0036,E-Commerce,2024-07,water,water_supply,23.89,m3,0.344,8.2171,Scope 3
B0036,E-Commerce,2024-07,waste,solid_waste,111.5,kg,1.5,167.2511,Scope 3
B0036,E-Commerce,2024-07,fuel,diesel_generator,298.01,L,2.67,795.6888,Scope 1
B0036,E-Commerce,2024-07,transport,delivery_transport,710.13,km,0.21,149.1265,Scope 3
B0036,E-Commerce,2024-08,electricity,electricity_consumption,305.5,kWh,0.359,109.6741,Scope 2
B0036,E-Commerce,2024-08,water,water_supply,55.09,m3,0.344,18.9527,Scope 3
B0036,E-Commerce,2024-08,waste,solid_waste,124.08,kg,1.5,186.1153,Scope 3
B0036,E-Commerce,2024-08,fuel,diesel_generator,239.4,L,2.67,639.2064,Scope 1
B0036,E-Commerce,2024-08,transport,delivery_transport,1553.73,km,0.21,326.2825,Scope 3
B0036,E-Commerce,2024-09,electricity,electricity_consumption,257.85,kWh,0.359,92.5672,Scope 2
B0036,E-Commerce,2024-09,water,water_supply,31.74,m3,0.344,10.9198,Scope 3
B0036,E-Commerce,2024-09,waste,solid_waste,130.94,kg,1.5,196.4042,Scope 3
B0036,E-Commerce,2024-09,fuel,diesel_generator,262.02,L,2.67,699.6006,Scope 1
B0036,E-Commerce,2024-09,transport,delivery_transport,1800.61,km,0.21,378.1278,Scope 3
B0036,E-Commerce,2024-10,electricity,electricity_consumption,423.97,kWh,0.359,152.206,Scope 2
B0036,E-Commerce,2024-10,water,water_supply,40.45,m3,0.344,13.9161,Scope 3
B0036,E-Commerce,2024-10,waste,solid_waste,100.15,kg,1.5,150.2274,Scope 3
B0036,E-Commerce,2024-10,fuel,diesel_generator,259.66,L,2.67,693.2896,Scope 1
B0036,E-Commerce,2024-10,transport,delivery_transport,1474.95,km,0.21,309.7386,Scope 3
B0036,E-Commerce,2024-11,electricity,electricity_consumption,360.59,kWh,0.359,129.4518,Scope 2
B0036,E-Commerce,2024-11,water,water_supply,51.83,m3,0.344,17.8301,Scope 3
B0036,E-Commerce,2024-11,waste,solid_waste,139.0,kg,1.5,208.5008,Scope 3
B0036,E-Commerce,2024-11,fuel,diesel_generator,167.6,L,2.67,447.4894,Scope 1
B0036,E-Commerce,2024-11,transport,delivery_transport,1063.37,km,0.21,223.3086,Scope 3
B0036,E-Commerce,2024-12,electricity,electricity_consumption,178.19,kWh,0.359,63.9719,Scope 2
B0036,E-Commerce,2024-12,water,water_supply,43.13,m3,0.344,14.8371,Scope 3
B0036,E-Commerce,2024-12,waste,solid_waste,53.59,kg,1.5,80.3913,Scope 3
B0036,E-Commerce,2024-12,fuel,diesel_generator,193.12,L,2.67,515.6293,Scope 1
B0036,E-Commerce,2024-12,transport,delivery_transport,1313.97,km,0.21,275.9331,Scope 3
B0037,Solar Installer,2024-01,electricity,electricity_consumption,235.96,kWh,0.359,84.7105,Scope 2
B0037,Solar Installer,2024-01,water,water_supply,43.63,m3,0.344,15.0099,Scope 3
B0037,Solar Installer,2024-01,waste,solid_waste,53.05,kg,1.5,79.575,Scope 3
B0037,Solar Installer,2024-02,electricity,electricity_consumption,161.2,kWh,0.359,57.8724,Scope 2
B0037,Solar Installer,2024-02,water,water_supply,52.9,m3,0.344,18.199,Scope 3
B0037,Solar Installer,2024-02,waste,solid_waste,86.02,kg,1.5,129.0286,Scope 3
B0037,Solar Installer,2024-03,electricity,electricity_consumption,188.12,kWh,0.359,67.5344,Scope 2
B0037,Solar Installer,2024-03,water,water_supply,40.89,m3,0.344,14.0661,Scope 3
B0037,Solar Installer,2024-03,waste,solid_waste,127.0,kg,1.5,190.499,Scope 3
B0037,Solar Installer,2024-04,electricity,electricity_consumption,214.75,kWh,0.359,77.0939,Scope 2
B0037,Solar Installer,2024-04,water,water_supply,44.92,m3,0.344,15.451,Scope 3
B0037,Solar Installer,2024-04,waste,solid_waste,58.53,kg,1.5,87.8021,Scope 3
B0037,Solar Installer,2024-05,electricity,electricity_consumption,165.5,kWh,0.359,59.4161,Scope 2
B0037,Solar Installer,2024-05,water,water_supply,41.25,m3,0.344,14.1914,Scope 3
B0037,Solar Installer,2024-05,waste,solid_waste,104.06,kg,1.5,156.0953,Scope 3
B0037,Solar Installer,2024-06,electricity,electricity_consumption,341.23,kWh,0.359,122.5012,Scope 2
B0037,Solar Installer,2024-06,water,water_supply,49.04,m3,0.344,16.871,Scope 3
B0037,Solar Installer,2024-06,waste,solid_waste,147.59,kg,1.5,221.3778,Scope 3
B0037,Solar Installer,2024-07,electricity,electricity_consumption,304.89,kWh,0.359,109.4555,Scope 2
B0037,Solar Installer,2024-07,water,water_supply,32.92,m3,0.344,11.3239,Scope 3
B0037,Solar Installer,2024-07,waste,solid_waste,129.52,kg,1.5,194.2779,Scope 3
B0037,Solar Installer,2024-08,electricity,electricity_consumption,231.25,kWh,0.359,83.0186,Scope 2
B0037,Solar Installer,2024-08,water,water_supply,37.56,m3,0.344,12.9202,Scope 3
B0037,Solar Installer,2024-08,waste,solid_waste,57.85,kg,1.5,86.7685,Scope 3
B0037,Solar Installer,2024-09,electricity,electricity_consumption,157.61,kWh,0.359,56.5803,Scope 2
B0037,Solar Installer,2024-09,water,water_supply,58.51,m3,0.344,20.126,Scope 3
B0037,Solar Installer,2024-09,waste,solid_waste,133.6,kg,1.5,200.397,Scope 3
B0037,Solar Installer,2024-10,electricity,electricity_consumption,358.79,kWh,0.359,128.8064,Scope 2
B0037,Solar Installer,2024-10,water,water_supply,36.36,m3,0.344,12.5072,Scope 3
B0037,Solar Installer,2024-10,waste,solid_waste,67.33,kg,1.5,100.9941,Scope 3
B0037,Solar Installer,2024-11,electricity,electricity_consumption,196.93,kWh,0.359,70.6983,Scope 2
B0037,Solar Installer,2024-11,water,water_supply,30.01,m3,0.344,10.3233,Scope 3
B0037,Solar Installer,2024-11,waste,solid_waste,104.92,kg,1.5,157.384,Scope 3
B0037,Solar Installer,2024-12,electricity,electricity_consumption,364.38,kWh,0.359,130.812,Scope 2
B0037,Solar Installer,2024-12,water,water_supply,46.41,m3,0.344,15.9643,Scope 3
B0037,Solar Installer,2024-12,waste,solid_waste,77.99,kg,1.5,116.9901,Scope 3
B0038,Real Estate,2024-01,electricity,electricity_consumption,436.46,kWh,0.359,156.689,Scope 2
B0038,Real Estate,2024-01,water,water_supply,49.52,m3,0.344,17.0335,Scope 3
B0038,Real Estate,2024-01,waste,solid_waste,105.44,kg,1.5,158.1531,Scope 3
B0038,Real Estate,2024-02,electricity,electricity_consumption,333.52,kWh,0.359,119.7323,Scope 2
B0038,Real Estate,2024-02,water,water_supply,36.78,m3,0.344,12.6537,Scope 3
B0038,Real Estate,2024-02,waste,solid_waste,74.77,kg,1.5,112.1596,Scope 3
B0038,Real Estate,2024-03,electricity,electricity_consumption,256.79,kWh,0.359,92.1883,Scope 2
B0038,Real Estate,2024-03,water,water_supply,50.31,m3,0.344,17.308,Scope 3
B0038,Real Estate,2024-03,waste,solid_waste,51.44,kg,1.5,77.159,Scope 3
B0038,Real Estate,2024-04,electricity,electricity_consumption,184.82,kWh,0.359,66.351,Scope 2
B0038,Real Estate,2024-04,water,water_supply,21.84,m3,0.344,7.513,Scope 3
B0038,Real Estate,2024-04,waste,solid_waste,54.07,kg,1.5,81.1093,Scope 3
B0038,Real Estate,2024-05,electricity,electricity_consumption,406.64,kWh,0.359,145.9831,Scope 2
B0038,Real Estate,2024-05,water,water_supply,48.15,m3,0.344,16.5623,Scope 3
B0038,Real Estate,2024-05,waste,solid_waste,97.42,kg,1.5,146.1261,Scope 3
B0038,Real Estate,2024-06,electricity,electricity_consumption,179.35,kWh,0.359,64.3867,Scope 2
B0038,Real Estate,2024-06,water,water_supply,39.66,m3,0.344,13.6446,Scope 3
B0038,Real Estate,2024-06,waste,solid_waste,97.35,kg,1.5,146.0208,Scope 3
B0038,Real Estate,2024-07,electricity,electricity_consumption,201.96,kWh,0.359,72.5038,Scope 2
B0038,Real Estate,2024-07,water,water_supply,37.35,m3,0.344,12.8498,Scope 3
B0038,Real Estate,2024-07,waste,solid_waste,89.85,kg,1.5,134.7757,Scope 3
B0038,Real Estate,2024-08,electricity,electricity_consumption,334.76,kWh,0.359,120.1771,Scope 2
B0038,Real Estate,2024-08,water,water_supply,45.4,m3,0.344,15.6189,Scope 3
B0038,Real Estate,2024-08,waste,solid_waste,54.53,kg,1.5,81.7956,Scope 3
B0038,Real Estate,2024-09,electricity,electricity_consumption,262.38,kWh,0.359,94.1958,Scope 2
B0038,Real Estate,2024-09,water,water_supply,45.03,m3,0.344,15.4918,Scope 3
B0038,Real Estate,2024-09,waste,solid_waste,100.31,kg,1.5,150.4704,Scope 3
B0038,Real Estate,2024-10,electricity,electricity_consumption,406.95,kWh,0.359,146.094,Scope 2
B0038,Real Estate,2024-10,water,water_supply,46.35,m3,0.344,15.9436,Scope 3
B0038,Real Estate,2024-10,waste,solid_waste,66.29,kg,1.5,99.4402,Scope 3
B0038,Real Estate,2024-11,electricity,electricity_consumption,171.17,kWh,0.359,61.4503,Scope 2
B0038,Real Estate,2024-11,water,water_supply,45.7,m3,0.344,15.7197,Scope 3
B0038,Real Estate,2024-11,waste,solid_waste,52.65,kg,1.5,78.9767,Scope 3
B0038,Real Estate,2024-12,electricity,electricity_consumption,325.73,kWh,0.359,116.938,Scope 2
B0038,Real Estate,2024-12,water,water_supply,57.61,m3,0.344,19.8176,Scope 3
B0038,Real Estate,2024-12,waste,solid_waste,107.55,kg,1.5,161.3211,Scope 3
B0039,Insurance Broker,2024-01,electricity,electricity_consumption,266.45,kWh,0.359,95.6559,Scope 2
B0039,Insurance Broker,2024-01,water,water_supply,45.73,m3,0.344,15.7316,Scope 3
B0039,Insurance Broker,2024-01,waste,solid_waste,95.83,kg,1.5,143.7379,Scope 3
B0039,Insurance Broker,2024-02,electricity,electricity_consumption,313.69,kWh,0.359,112.6129,Scope 2
B0039,Insurance Broker,2024-02,water,water_supply,57.66,m3,0.344,19.8346,Scope 3
B0039,Insurance Broker,2024-02,waste,solid_waste,88.61,kg,1.5,132.9154,Scope 3
B0039,Insurance Broker,2024-03,electricity,electricity_consumption,438.36,kWh,0.359,157.3702,Scope 2
B0039,Insurance Broker,2024-03,water,water_supply,56.21,m3,0.344,19.3376,Scope 3
B0039,Insurance Broker,2024-03,waste,solid_waste,69.58,kg,1.5,104.3687,Scope 3
B0039,Insurance Broker,2024-04,electricity,electricity_consumption,170.81,kWh,0.359,61.3202,Scope 2
B0039,Insurance Broker,2024-04,water,water_supply,24.03,m3,0.344,8.2667,Scope 3
B0039,Insurance Broker,2024-04,waste,solid_waste,51.82,kg,1.5,77.7333,Scope 3
B0039,Insurance Broker,2024-05,electricity,electricity_consumption,178.33,kWh,0.359,64.0215,Scope 2
B0039,Insurance Broker,2024-05,water,water_supply,47.32,m3,0.344,16.2782,Scope 3
B0039,Insurance Broker,2024-05,waste,solid_waste,57.12,kg,1.5,85.6783,Scope 3
B0039,Insurance Broker,2024-06,electricity,electricity_consumption,245.69,kWh,0.359,88.2037,Scope 2
B0039,Insurance Broker,2024-06,water,water_supply,53.8,m3,0.344,18.5055,Scope 3
B0039,Insurance Broker,2024-06,waste,solid_waste,52.33,kg,1.5,78.4908,Scope 3
B0039,Insurance Broker,2024-07,electricity,electricity_consumption,394.34,kWh,0.359,141.5683,Scope 2
B0039,Insurance Broker,2024-07,water,water_supply,31.27,m3,0.344,10.7583,Scope 3
B0039,Insurance Broker,2024-07,waste,solid_waste,61.82,kg,1.5,92.7247,Scope 3
B0039,Insurance Broker,2024-08,electricity,electricity_consumption,359.02,kWh,0.359,128.8886,Scope 2
B0039,Insurance Broker,2024-08,water,water_supply,45.16,m3,0.344,15.5343,Scope 3
B0039,Insurance Broker,2024-08,waste,solid_waste,137.75,kg,1.5,206.6208,Scope 3
B0039,Insurance Broker,2024-09,electricity,electricity_consumption,370.52,kWh,0.359,133.0172,Scope 2
B0039,Insurance Broker,2024-09,water,water_supply,52.14,m3,0.344,17.9359,Scope 3
B0039,Insurance Broker,2024-09,waste,solid_waste,78.2,kg,1.5,117.3052,Scope 3
B0039,Insurance Broker,2024-10,electricity,electricity_consumption,203.23,kWh,0.359,72.9602,Scope 2
B0039,Insurance Broker,2024-10,water,water_supply,50.02,m3,0.344,17.2085,Scope 3
B0039,Insurance Broker,2024-10,waste,solid_waste,130.68,kg,1.5,196.0252,Scope 3
B0039,Insurance Broker,2024-11,electricity,electricity_consumption,447.15,kWh,0.359,160.5274,Scope 2
B0039,Insurance Broker,2024-11,water,water_supply,36.5,m3,0.344,12.5576,Scope 3
B0039,Insurance Broker,2024-11,waste,solid_waste,87.2,kg,1.5,130.8027,Scope 3
B0039,Insurance Broker,2024-12,electricity,electricity_consumption,382.92,kWh,0.359,137.4697,Scope 2
B0039,Insurance Broker,2024-12,water,water_supply,33.63,m3,0.344,11.5695,Scope 3
B0039,Insurance Broker,2024-12,waste,solid_waste,143.08,kg,1.5,214.6136,Scope 3
B004,Pharmacy,2024-01,fuel,petrol,89.0,liter,2.33,207.37,Scope 1
B004,Pharmacy,2024-02,fuel,petrol,73.0,liter,2.33,170.09,Scope 1
B004,Pharmacy,2024-03,fuel,petrol,52.0,liter,2.33,121.16,Scope 1
B0040,Art Gallery,2024-01,electricity,electricity_consumption,407.52,kWh,0.359,146.3011,Scope 2
B0040,Art Gallery,2024-01,water,water_supply,37.16,m3,0.344,12.783,Scope 3
B0040,Art Gallery,2024-01,waste,solid_waste,125.09,kg,1.5,187.6307,Scope 3
B0040,Art Gallery,2024-02,electricity,electricity_consumption,376.36,kWh,0.359,135.1143,Scope 2
B0040,Art Gallery,2024-02,water,water_supply,24.12,m3,0.344,8.299,Scope 3
B0040,Art Gallery,2024-02,waste,solid_waste,140.26,kg,1.5,210.3829,Scope 3
B0040,Art Gallery,2024-03,electricity,electricity_consumption,301.58,kWh,0.359,108.2657,Scope 2
B0040,Art Gallery,2024-03,water,water_supply,53.06,m3,0.344,18.2521,Scope 3
B0040,Art Gallery,2024-03,waste,solid_waste,82.0,kg,1.5,123.0074,Scope 3
B0040,Art Gallery,2024-04,electricity,electricity_consumption,418.66,kWh,0.359,150.2979,Scope 2
B0040,Art Gallery,2024-04,water,water_supply,35.57,m3,0.344,12.2354,Scope 3
B0040,Art Gallery,2024-04,waste,solid_waste,51.08,kg,1.5,76.6256,Scope 3
B0040,Art Gallery,2024-05,electricity,electricity_consumption,421.61,kWh,0.359,151.3596,Scope 2
B0040,Art Gallery,2024-05,water,water_supply,23.65,m3,0.344,8.1361,Scope 3
B0040,Art Gallery,2024-05,waste,solid_waste,81.93,kg,1.5,122.897,Scope 3
B0040,Art Gallery,2024-06,electricity,electricity_consumption,435.02,kWh,0.359,156.1717,Scope 2
B0040,Art Gallery,2024-06,water,water_supply,58.02,m3,0.344,19.9604,Scope 3
B0040,Art Gallery,2024-06,waste,solid_waste,107.34,kg,1.5,161.0157,Scope 3
B0040,Art Gallery,2024-07,electricity,electricity_consumption,339.55,kWh,0.359,121.8989,Scope 2
B0040,Art Gallery,2024-07,water,water_supply,37.94,m3,0.344,13.0506,Scope 3
B0040,Art Gallery,2024-07,waste,solid_waste,79.32,kg,1.5,118.9816,Scope 3
B0040,Art Gallery,2024-08,electricity,electricity_consumption,248.6,kWh,0.359,89.2472,Scope 2
B0040,Art Gallery,2024-08,water,water_supply,46.9,m3,0.344,16.1339,Scope 3
B0040,Art Gallery,2024-08,waste,solid_waste,125.24,kg,1.5,187.8562,Scope 3
B0040,Art Gallery,2024-09,electricity,electricity_consumption,387.47,kWh,0.359,139.1031,Scope 2
B0040,Art Gallery,2024-09,water,water_supply,51.58,m3,0.344,17.7451,Scope 3
B0040,Art Gallery,2024-09,waste,solid_waste,59.12,kg,1.5,88.6809,Scope 3
B0040,Art Gallery,2024-10,electricity,electricity_consumption,298.33,kWh,0.359,107.0991,Scope 2
B0040,Art Gallery,2024-10,water,water_supply,22.3,m3,0.344,7.672,Scope 3
B0040,Art Gallery,2024-10,waste,solid_waste,104.95,kg,1.5,157.4293,Scope 3
B0040,Art Gallery,2024-11,electricity,electricity_consumption,282.46,kWh,0.359,101.4028,Scope 2
B0040,Art Gallery,2024-11,water,water_supply,55.51,m3,0.344,19.0948,Scope 3
B0040,Art Gallery,2024-11,waste,solid_waste,85.09,kg,1.5,127.6373,Scope 3
B0040,Art Gallery,2024-12,electricity,electricity_consumption,185.12,kWh,0.359,66.4581,Scope 2
B0040,Art Gallery,2024-12,water,water_supply,25.72,m3,0.344,8.8476,Scope 3
B0040,Art Gallery,2024-12,waste,solid_waste,126.15,kg,1.5,189.2266,Scope 3
B0041,Laundromat,2024-01,electricity,electricity_consumption,335.47,kWh,0.359,120.4321,Scope 2
B0041,Laundromat,2024-01,water,water_supply,24.04,m3,0.344,8.2714,Scope 3
B0041,Laundromat,2024-01,waste,solid_waste,58.41,kg,1.5,87.616,Scope 3
B0041,Laundromat,2024-02,electricity,electricity_consumption,360.29,kWh,0.359,129.3444,Scope 2
B0041,Laundromat,2024-02,water,water_supply,22.91,m3,0.344,7.8812,Scope 3
B0041,Laundromat,2024-02,waste,solid_waste,132.19,kg,1.5,198.279,Scope 3
B0041,Laundromat,2024-03,electricity,electricity_consumption,361.87,kWh,0.359,129.9123,Scope 2
B0041,Laundromat,2024-03,water,water_supply,23.25,m3,0.344,7.9994,Scope 3
B0041,Laundromat,2024-03,waste,solid_waste,58.48,kg,1.5,87.7257,Scope 3
B0041,Laundromat,2024-04,electricity,electricity_consumption,445.99,kWh,0.359,160.1111,Scope 2
B0041,Laundromat,2024-04,water,water_supply,34.97,m3,0.344,12.03,Scope 3
B0041,Laundromat,2024-04,waste,solid_waste,87.06,kg,1.5,130.5963,Scope 3
B0041,Laundromat,2024-05,electricity,electricity_consumption,393.84,kWh,0.359,141.3885,Scope 2
B0041,Laundromat,2024-05,water,water_supply,57.89,m3,0.344,19.9141,Scope 3
B0041,Laundromat,2024-05,waste,solid_waste,148.6,kg,1.5,222.9002,Scope 3
B0041,Laundromat,2024-06,electricity,electricity_consumption,376.01,kWh,0.359,134.9888,Scope 2
B0041,Laundromat,2024-06,water,water_supply,35.05,m3,0.344,12.0573,Scope 3
B0041,Laundromat,2024-06,waste,solid_waste,58.35,kg,1.5,87.5251,Scope 3
B0041,Laundromat,2024-07,electricity,electricity_consumption,383.14,kWh,0.359,137.5487,Scope 2
B0041,Laundromat,2024-07,water,water_supply,42.34,m3,0.344,14.5636,Scope 3
B0041,Laundromat,2024-07,waste,solid_waste,92.42,kg,1.5,138.6333,Scope 3
B0041,Laundromat,2024-08,electricity,electricity_consumption,421.91,kWh,0.359,151.4644,Scope 2
B0041,Laundromat,2024-08,water,water_supply,24.45,m3,0.344,8.4101,Scope 3
B0041,Laundromat,2024-08,waste,solid_waste,99.26,kg,1.5,148.8938,Scope 3
B0041,Laundromat,2024-09,electricity,electricity_consumption,153.41,kWh,0.359,55.0728,Scope 2
B0041,Laundromat,2024-09,water,water_supply,38.75,m3,0.344,13.3288,Scope 3
B0041,Laundromat,2024-09,waste,solid_waste,55.63,kg,1.5,83.4455,Scope 3
B0041,Laundromat,2024-10,electricity,electricity_consumption,185.65,kWh,0.359,66.6467,Scope 2
B0041,Laundromat,2024-10,water,water_supply,24.7,m3,0.344,8.4972,Scope 3
